source,listing_url,title,price_lkr,address,bedrooms,bathrooms,house_sqft,land_perches,posted_on_text,sublocation,district,description_raw
ikman.lk,https://ikman.lk/en/ad/pr871-furnished-three-storey-house-for-rent-in-nugegoda-for-rent-colombo,(PR871) Furnished Three Storey House for rent in Nugegoda,550000,"nugegoda, Nugegoda, Colombo",5,4,3000,10,Posted on 06 May 5:37 pm,Nugegoda,Colombo,"title: (PR871) Furnished Three Storey House for rent in Nugegoda   	◆ city: Nugegoda  	◆ bedrooms: 5  	◆ bathrooms: 4  	◆ land_area: 10 perches  	◆ floor_area: 3000 sqft  	◆ Property type: House  	◆ price: 550,000 Negotiable  	◆ furnishing: Fully Furnished  	◆ description:  	FORIEGNE NATIONALS ONLY  	* available for commercial and residenatial use  	*20 foot access road  	*recommend loacation  	*prefer long term tenant  	*contract to be renewed annually  	*safe and secure neighborhood  	*all amenities near by      ◉ Prperty Features      ➤ *Modden furniture  	*parapet wall  	*roller gate  	*fully tiled  	*fans  	*modden fitted pantry  	*living   	*dinning  	*5 airconditioned bedrooms  	*ground floor hot water unit  	*4 bathrooms ,2 attached  	*2 vehicle parking  ## Half Month Agent Fee ##  ★  Close Areas -	1km to Nugegoda Town  			1.4km to High Level Road  			  ★  Close to International Schools, Hospitals, Banks, Super Markets  ★  All infrastructure perfectly available including waste collection service.  ⇨  Feel free to call for an appointment or      for More information Contact      PEO Land Real Estate (Pvt) Ltd      GENUINE BUYERS ONLY  	        *NO BROKERS*    (බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media :  Facebook | YouTube | WhatsApp| Instagram | Tiktok| peolands.com| Peo Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/two-story-stand-a-lone-house-for-rent-pannipitiya-for-rent-colombo-1,Two story stand a lone house for rent pannipitiya,150000,"Pannipitiya, Pannipitiya, Colombo",4,2,2300,15,Posted on 06 May 5:33 pm,Pannipitiya,Colombo,"Ref No.2003  Good Condition House for rent in Pannipitiya walking distance  to Dharmapala College, two storied stand alone house on rent.  * 04 BDs with 02 AC rooms  * 02 Baths with 01 hot water  * 15 p Land  * 2300 sq.ft   * Living area  * Dinning  * Kitchen with pantry and wet kitchen  * TV Lobby   * Maid's quarters with bathrooms  * Garden area  * A separate house and kitchen,   * Two vehicle parking space  * Laundry area  * Rent Rs.150,000.00  * 4 months  * Agent fee is half a month of rent   Show more"
ikman.lk,https://ikman.lk/en/ad/10-bedrooms-house-for-rent-in-colombo-5-pdh317-for-rent-colombo,10 Bedrooms House for Rent in Colombo 5- PDH317,1000000,"Colombo 5, Colombo",10,10,4000,16,Posted on 06 May 5:30 pm,Colombo 5,Colombo,"10 Bedrooms House for Rent in Colombo 5- PDH317  ￭ Colombo 5  ￭ 2 Stories House  ￭ 4,000 Sqft   ￭ 10 bedrooms  ￭ 10 Bathrooms  ￭ Underground Parking Space  ￭ Private Road  ￭ Ideal for Residencies   ￭ 16.0 Perches  Rs. 1 Million Per Month  Property Code: PDH317  (please mention the property code when calling)  Show more"
ikman.lk,https://ikman.lk/en/ad/luxury-house-for-rent-in-hill-street-dehiwala-for-rent-colombo-2,"Luxury House for Rent in Hill Street ,Dehiwala",125000,"Hill Street ,Dehiwala, Dehiwala, Colombo",3,2,5000,35,Posted on 06 May 5:21 pm,Dehiwala,Colombo,"New House Rent iN Hill street  Dehiwala   Therre Bed room House . masta bed room A/c with attache bathroom .coman bathroom, pantry, daing room, big Living room, big balcani and  varanda and garage fully tailhouse.parapet wall around tha house and ccTv.   Front of house tow bus holt maharagama and Dehiwala .Two mintus to Gateway school,bisad the wasana hospital and kils super maket."
ikman.lk,https://ikman.lk/en/ad/5-br-house-for-rent-in-piliyandala-pdh287-for-rent-colombo-2,5 BR House For Rent in Piliyandala - PDH287,200000,"Piliyandala, Colombo",5,4,2000,0,Posted on 06 May 5:09 pm,Piliyandala,Colombo,"5 BR House For Rent in Piliyandala - PDH287  ￭ Piliyandala  ￭ Two Storied  ￭ 5 Bedrooms  ￭ 4 Bathrooms   ￭ 2000 Sqft   ￭ Big Parking Space     Rent  Rs: 200,000 / Per Month   Property Code: PDH287  (please mention the property code when calling)  Show more"
ikman.lk,https://ikman.lk/en/ad/02-storey-house-for-rent-in-mirihana-nugegoda-for-rent-colombo,"02-Storey House for Rent in Mirihana, Nugegoda",380000,"Nugegoda, Colombo",4,3,2800,12,Posted on 06 May 5:05 pm,Nugegoda,Colombo,"02-Storey House for Rent in Mirihana, Nugegoda   ✅ 12  Perches  ✅ 2800 SQFT   ✅ 04 Bedrooms  ✅ 03 Bathrooms  ✅ Spacious Living & Dining Area  ✅ Pantry with Kitchen   ✅ Ample Parking Space for 2 Vehicles  ✅ Unfurnished  📍Proximities :  💠 Few Minutes to Nugegoda Town with other Conveniences.  💰 Rental Details :  🔰 Monthly Rental     - Rs. 380,000 ( Negotiable )  🔰 Security Deposit  - 04 Months  🔰 Lease Contract    - Minimum 01 Year  Show more"
ikman.lk,https://ikman.lk/en/ad/fist-floor-house-for-rent-mountlavinia-for-rent-colombo-2,Fist Floor House For Rent Mountlavinia,75000,"gall road mountlavinia, Mount Lavinia, Colombo",2,2,1200,12,Posted on 06 May 4:56 pm,Mount Lavinia,Colombo,4 months advance no Muslim only thamil Sinhala small car can parking 4 people max beter half month broker fee needed 200 meter to gall road
ikman.lk,https://ikman.lk/en/ad/5-bedroom-house-for-rent-nugegoda-em535-for-rent-colombo,5 Bedroom House for Rent - Nugegoda (EM535),550000,"Nugegoda, Nugegoda, Colombo",5,4,0,0,Posted on 06 May 4:45 pm,Nugegoda,Colombo,"5 Bedroom House for Rent - Nugegoda | LKR 550,000 (EM535)  Code: NH - 6/5  Property Details:  Location: Nugegoda  Property Type: 2 Storied House (Fully Furnished)  Bedrooms: 5 (All A/C)  Bathrooms: 4 (2 Attached)  Additional Rooms: Living Area, Dining Area  Kitchen: Modern Fitted Pantry  Parking: 2 Vehicles  Road Access: 20ft Road  Features & Amenities:  Fully furnished house with modern furniture, ceiling fans, and secure environment. Includes roller gate and located in a safe residential neighborhood, suitable for comfortable living.  Price: LKR 550,000  Please note, professional fee is applicable.  Please contact Emil Realtors for further details.  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-wellawatte-for-rent-colombo-185,House for Rent in Wellawatte,140000,"Wellawatte, Colombo 6, Colombo",3,1,1330,6.5,Posted on 07 May 9:22 am,Colombo 6,Colombo,"Furnished,3 bedrooms. Servants' washroom, kitchen, 2-story house, A/c Rooms , indoor  car parking, 6 months refundable deposit 141 Bus route"
ikman.lk,https://ikman.lk/en/ad/valuable-separate-2-unit-houses-rent-in-pamunuwa-maharagama-for-rent-colombo,Valuable separate 2 unit houses rent in pamunuwa maharagama,120000,"Pamunuwa Maharagama, Maharagama, Colombo",4,3,2200,15,Posted on 06 May 4:32 pm,Maharagama,Colombo,VALUABLE 2 UNIT HOUSES RENT IN PAMUNUWA MAHARAGAMA   # 900M TO 138 HIGH LEVEL ROAD   ☑️ 4 BEDROOMS (1 A/C)   ☑️ 3 BATHROOMS  ☑️ KITCHEN WITH PANTRY CUPBOARD   ☑️ 2 VEHICLE PARKING SPACE      ☑️ MONTHLY RENT 120000/=  ☑️ 6 MONTH KEY MONEY REQUIRED   ( HALF MONTH AGENT FEE REQUIRED )   IDEA PROPERTY AND REAL STATES   CONTACT - SADEW MANCHANAYAKE   ONLY GENUINE BUYERS  NO BROKERS  Show more
ikman.lk,https://ikman.lk/en/ad/ground-floor-furnished-house-for-rent-in-dehiwala-for-rent-colombo-1,Ground Floor Furnished House For Rent In Dehiwala,150000,"Hill House Garden - Dehiwala, Dehiwala, Colombo",2,2,1600,8,Posted on 06 May 4:13 pm,Dehiwala,Colombo,Fully Furnished House - Ground Floor  Suitable for a small family   2 Bedrooms   2 Bathrooms   1600 square feet  Parking slot  Close to Galle road   Easy access to Hill street  4 month security deposit  Half a month agent fee  Show more
ikman.lk,https://ikman.lk/en/ad/prime-house-for-rent-colombo-3-for-rent-colombo,Prime House for Rent Colombo 3,4500000,"Colombo 3, Colombo 3, Colombo",8,8,5400,15,Posted on 06 May 4:00 pm,Colombo 3,Colombo,"𝗖𝗢𝗠𝗠𝗘𝗥𝗖𝗜𝗔𝗟 𝗦𝗣𝗔𝗖𝗘 𝗙𝗢𝗥 𝗥𝗘𝗡𝗧 𝗜𝗡 𝗣𝗥𝗜𝗠𝗘 𝗟𝗢𝗖𝗔𝗧𝗜𝗢𝗡, 𝗖𝗢 𝟬𝟯   Situated in the heart of Colombo 03, this property offers excellent visibility in a highly sought-after area.  𝗦𝗽𝗮𝗰𝗶𝗼𝘂𝘀 𝗟𝗮𝘆𝗼𝘂𝘁:   • 5400 Sqft   • Two floors with 8 large rooms  • Two separate kitchen areas  • Private top-floor cabin with a pleasant sea view  • Two separate entrances with individual roller gates  • All rooms include attached bathrooms with hot water  𝗣𝗮𝗿𝗸𝗶𝗻𝗴 𝘀𝗽𝗮𝗰𝗲:   ° 4 parking spaces   ° 2 additional spaces outside the building  𝗔𝗶𝗿 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻𝘂𝗻𝗴:   • Air conditioning units will be installed by the owner prior to occupancy.     𝗜𝗗𝗘𝗔𝗟 𝗙𝗢𝗥:   ° Perfect for staff accommodation (Port City proximity), corporate offices, restaurants, daycare centers, or medical clinics. The ample parking and flexible layout make it suitable for multiple business uses.  𝗟𝗘𝗔𝗦𝗘 𝗧𝗘𝗥𝗠𝗦:   • Minimum 2-year agreement  Price is negotiable after inspection  𝗥𝗘𝗡𝗧: 4,500,000/=  Month    More info:   WhatsApp:   #PrimeProperty #colombo3 #individual #realestate #property #welmaintaned #SLE  Show more"
ikman.lk,https://ikman.lk/en/ad/two-story-house-for-rent-for-rent-colombo-820,two story house for rent,400000,"rajagiriya, Rajagiriya, Colombo",7,8,4500,20,Posted on 06 May 3:55 pm,Rajagiriya,Colombo,Rajagiriya budgamuwa road three story house for sale  land 20 ph with furniture seven room living kitchen dining area  balcony area rooftop 10 vehicle parking high residence are bedroom 7 bathroom 8 with AC hot water roller shutter gate CCTV price 400000
ikman.lk,https://ikman.lk/en/ad/2-storey-luxury-house-for-rent-in-nugegoda-4000u-for-rent-colombo,2 Storey Luxury House for Rent in Nugegoda - 4000U,550000,"Nugegoda, Colombo",5,3,3000,10,Posted on 06 May 3:04 pm,Nugegoda,Colombo,"2 Storey Luxury House for Rent in Nugegoda - 4000U  Monthly Rent :- Rs. 550,000/=   Located at W A Rupasiri Mawatha     2 Storey Building   3000 sqft  5 Bedrooms with Air Conditioned  3 Bathrooms  Fully Furnished  Full Air-conditioned  Spacious Living & Dining Area  Fully Equipped Pantry and Kitchen   Parking for 2 Vehicles   •Foriegners are preferred  •Refer the number 3998U when referring to the advertisement  •Agents fee applicable   *No Agents Please  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-hokandara-north-malabe-for-rent-colombo,"House for Rent in Hokandara North, Malabe",80000,"Moratuwa, Colombo",4,2,1500,13,Posted on 06 May 3:03 pm,Moratuwa,Colombo,"විශාල, සම්පූර්ණයෙන්ම අලුත්වැඩියා කළ සහ හොඳින් නඩත්තු කළ නිවසක් කුලියට ලබා දේ. පහසු ගමන් පහසුකම් ඇති හොඳ ස්ථානයක පිහිටා ඇත.  📍 ස්ථානයේ විශේෂතා:  - නන්දසාර මාවත, හෝකන්දර උතුර  - 190/170 බස් මාර්ගයට මීටර් 200යි  - අතුරුගිරිය අධිවේගී මාර්ග පිවිසුමට  250m  - පහසු නේවාසික පරිසරයක්  🏠 නිවසේ විස්තර:  - නිදන කාමර 4ක්  - නානකාමර 2ක්  - සම්පූර්ණයෙන් ටයිල් කර ඇත  - වාහන 3–4ක් සඳහා නවතා තැබීමේ ඉඩ ඇත  - වෙනම කාර්යාල කාමරයක් / ගබඩා කාමරයක්  මෙම නිවස පවුල් සඳහා හෝ වෘත්තීය පුද්ගලයන් සඳහා ඉතා සුදුසුයි. ප්‍රධාන මාර්ග සහ අධිවේගී මාර්ගයට පහසුවෙන් ප්‍රවේශ විය හැක.  Show more"
ikman.lk,https://ikman.lk/en/ad/1st-floor-2-bedroom-house-for-rent-in-dehiwala-for-rent-colombo,1st Floor 2 Bedroom House for Rent in Dehiwala,85000,"Hill street Dehiwala, Dehiwala, Colombo",2,1,1200,6,Posted on 06 May 3:02 pm,Dehiwala,Colombo,House For Rent  1st Floor Prime Location   2 Rooms  1 Bathroom   Vehicle Parking Available   Suitable For Small Family   6 Months Advance  Only genuine tenants are expected to contact.  Note: Half month broker fee applicable  Show more
ikman.lk,https://ikman.lk/en/ad/furnished-two-story-house-for-rent-in-kottawa-for-rent-colombo,Furnished Two Story House for Rent in Kottawa,135000,"Kottawa, Kottawa, Colombo",4,2,2400,8,Posted on 06 May 2:53 pm,Kottawa,Colombo,"Furnished 2 Story Architecturally Designed House for Rent in kottawa malabe road     Kottawa  📍  💥 Preferred  for decent family   Owner is migrated  ✅Secured and decent  community (Housing Scheem )  ✅Wide acces road   Location highlights 〽️   📍200m to malabe main road   Walking distence to homagama hospital  📍2.3 km to kottawa junction  📍2.km to vidyala  junction   📍2 km to makumbura highway entrace   Features 〽️〽️   🔆4 bedrooms (AC)  🔆2 bathrooms   🔆08 perches   🔆2400 sqft   🔅Living area   🔅Dining area  🔅Kitchen with pantry modern  cupboards   Wet pantry (outside )  🔅TV lobby   🔅Master bedroom  🔅Roof top Area   🔅Hot water        🔅Parking for 2 vehicles  vehicles   🔅Landscaped garden area  🔅Roller gate and wicked gate   🔅FURNISHED HOUSE   Without electric equipments   Rent Details 〽️   Monthly 135,000/=per month 💸  6 months key money💸   HALF A MONTH AGENT FEES REQUIRED 🛑  Hero Property Real Estate PVT LTD 📞  Show more"
ikman.lk,https://ikman.lk/en/ad/house-available-for-rent-for-rent-colombo-146,house available for rent,140000,"off hill Street, Dehiwala, Colombo",2,2,1250,8,Posted on 06 May 2:46 pm,Dehiwala,Colombo,Full furnished house available for rent dehiwala hill Street off road 2 nd floor house 2 bedroom 2 bathroom hooll kitchen with parking and a C and hot water available highly recident eriya 20 Feet praiwat road 50 mitras to hill street super location 400 mitras to galle road dehiwala near by suparmakat bank hospital school   Call for more details   Half months ejant fee   Only bayars no brokas   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-pannipitiya-for-rent-colombo-1617,House for Rent in Pannipitiya,60000,"65/29a,3rd lane,kandahena waththa,depanama,pannipitiya, Pannipitiya, Colombo",2,2,1300,10,Posted on 06 May 2:32 pm,Pannipitiya,Colombo,"Living  area,two bedroom ,attached bathroom two,pantry ,store room ,parking available ,near loover international school ,food city,main busroot(174,kottawa borella),jayawardanapura hospital ,thalawathugoda hemas hospital ,background  peaceful area,front two stories house and etc.3-4km for highway  entrance ."
ikman.lk,https://ikman.lk/en/ad/upstair-house-for-rent-in-nugegoda-for-rent-colombo-162,Upstair House for Rent in Nugegoda,75000,"Nugegoda, Colombo",2,1,1200,24,Posted on 06 May 2:59 pm,Nugegoda,Colombo,"Looking for a professional working couple (preferably doctors or engineers)  Distance from home to various locations  -----------------------------------------------------------  •	Nugegoda flyover – 4.2km   •	Sri Jayewardenepura Hospital - 1km  •	Embuldeniya Junction– 1.2km  •	Maharagama – 2.5km  •	Delkanda junction – 2.5km  •	Battaramulla – 5km  *  Garage and parking available  *  CCTV camera operating 24 hours  *  Razor Barbed Wire around the property for security   *  No brokers, principals only.  *  Refundable Deposit required - 3 months' rent  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-malabe-for-rent-colombo-982,House for Rent Malabe,100000,"Malabe, Malabe, Colombo",3,3,2200,12,Posted on 06 May 2:19 pm,Malabe,Colombo,"🏡 House for Rent – Malabe (Arangala Junction) 📍  ✨ Spacious & Convenient – Ideal for Families or Professionals! ✨  ✅ 3 Bedrooms  ✅ 3 Bathrooms  ✅ Fully Separate House – Full privacy  ✅ Parking Space Available  ✅ Prime Location: Facing to Godagama - Malabe main road at Arangala Junction, Malabe  ✅ Easy access to supermarkets, schools, fuel station, public transport and only 01 Km to Athurugiriya highway entrance.  📍 Perfect for those seeking comfort, convenience, and accessibility.  💰 Rent: Rs.100,000/=  per month  Show more"
ikman.lk,https://ikman.lk/en/ad/commercial-property-for-rent-raththanapitya-boralasgamuwa-for-rent-colombo,Commercial Property For Rent Raththanapitya Boralasgamuwa,150000,"Raththanapitya Boralasgamuwa, Boralesgamuwa, Colombo",4,2,1900,80,Posted on 06 May 2:15 pm,Boralesgamuwa,Colombo,6 months advance parking 10 vehicles half month broker fee needed stors family montesory wear house any bisinnus ok 1 km to 120 bus stop
ikman.lk,https://ikman.lk/en/ad/2-bed-room-house-for-rent-in-boralesgamuwa-for-rent-colombo,2 Bed Room House for Rent in Boralesgamuwa,75000,"Ambillawatta road, Boaralesgamuwa, Boralesgamuwa, Colombo",2,2,800,7.5,Posted on 06 May 2:02 pm,Boralesgamuwa,Colombo,"Ground Floor for Rent in Boralesgamuwa, Ambillawatta Road  2 Bedrooms  2 Bathrooms  Parking for Two Vehicles  A well-appointed ground floor residence, available from May. Ideal for a small household of up to 3 tenants.  Master bedroom fitted with air conditioning for your comfort. Two bathrooms including a dedicated servant's bathroom conveniently located outside.  Secure parking available for two vehicles. Property equipped with CCTV surveillance for added peace of mind.  Excellently located just 300m from the 119 Dehiwala–Maharagama main road, offering easy access to public transport and daily amenities.  3 months deposit required   Please send a direct message on WhatsApp:   Pets are not allowed.  Separate entrance.  Separate Electricity bill.  Show more"
ikman.lk,https://ikman.lk/en/ad/commercial-property-for-rent-soysapura-moratuwa-isu001a-for-rent-colombo,"Commercial Property for Rent – Soysapura, Moratuwa - (ISU001A)",400000,"– Soysapura, Moratuwa -, Colombo 5, Colombo",6,5,2960,12,Posted on 06 May 1:56 pm,Colombo 5,Colombo,"Commercial Property for Rent – Soysapura, Moratuwa - (ISU001A)  💰 Rent: LKR 400,000 per month  📐 Size: 2,960 sqft  > Property Details  - 6 rooms  - 5 bathrooms  - 2 kitchens  - 2 halls  - Separate water & electricity meters  - Parking available  > Lease Terms  - Long-term lease preferred (3–5 years)  - Strictly for commercial use  > Ideal For  - Managers’ or staff quarters, banks, restaurants, or other commercial operations.  📞 Contact now for more details or to arrange a viewing  Show more"
ikman.lk,https://ikman.lk/en/ad/two-storey-house-for-office-residential-space-rent-in-colombo-3-for-rent-colombo,Two Storey House for Office / Residential Space RENT in Colombo 3,350000,"Schofield Place, Colombo 3, Colombo 3, Colombo",3,2,1500,10,Posted on 06 May 1:51 pm,Colombo 3,Colombo,Ref R253  House for Rent in Colombo 3  Two Storeys  Ground Floor  Hall and Kitchen  1 Toilet  First Floor  2 AC Rooms 2 bathrooms  2 Balcony  1 Parking additional parking on road and nearby public carpark  Some Rooms with AC  Rent  350K  (Negotiable)  Show more
